locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
EKN05_016045	EKN05_016045	7	CP037923	3071292	3071989	-		IS1 family transposase	0.5258	27	False
EKN05_016050	EKN05_016050	7	CP037923	3072050	3072370	+		fimbrial-like adhesin	0.4206	29	True
EKN05_016055	EKN05_016055	1	CP037923	3072483	3073277	+		3-methyl-2-oxobutanoate hydroxymethyltransferase	0.5371	39	True
EKN05_016060	EKN05_016060	1	CP037923	3073289	3074140	+		pantoate--beta-alanine ligase	0.5223	32	True
EKN05_016065	EKN05_016065	1	CP037923	3074214	3075116	-		Rpn family recombination-promoting nuclease/putative transposase	0.4862	41	True
EKN05_016070	EKN05_016070	1	CP037923	3075390	3075770	+		aspartate 1-decarboxylase	0.5276	11	True
EKN05_016075	EKN05_016075	1	CP037923	3075774	3077003	-		polysaccharide deacetylase family protein	0.4935	65	True
EKN05_016080	EKN05_016080	1	CP037923	3077067	3077507	-		PTS sugar transporter subunit IIA	0.4875	21	True
EKN05_016085	EKN05_016085	1	CP037923	3077612	3078382	-		ABC transporter permease	0.511	38	True
EKN05_016090	EKN05_016090	1	CP037923	3078379	3079305	-		ABC transporter ATP-binding protein	0.4887	47	True
EKN05_016095	EKN05_016095	1	CP037923	3079414	3080076	+		carbonate dehydratase	0.5083	27	False
EKN05_016100	EKN05_016100	1	CP037923	3080117	3080653	-		hypoxanthine phosphoribosyltransferase	0.5028	27	True
EKN05_016105	EKN05_016105	1	CP037923	3080859	3083249	+		pyrroloquinoline quinone-dependent dehydrogenase	0.5571	84	True
EKN05_016110	EKN05_016110	1	CP037923	3083296	3084846	-		multicopper oxidase CueO	0.5455	58	True
EKN05_016115	EKN05_016115	1	CP037923	3085012	3085359	+		hypothetical protein	0.4943	14	True
EKN05_016120	EKN05_016120	1	CP037923	3085465	3086331	+		polyamine aminopropyltransferase	0.5098	39	True
EKN05_016125	EKN05_016125	1	CP037923	3086347	3087141	+		adenosylmethionine decarboxylase	0.4591	51	False
EKN05_016130	EKN05_016130	1	CP037923	3087179	3087541	-		UPF0231 family protein	0.5207	13	False
EKN05_016135	EKN05_016135	1	CP037923	3087716	3090313	-		bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	0.5581	84	False
EKN05_016140	EKN05_016140	1	CP037923	3090668	3092521	+		DUF3300 domain-containing protein	0.541	73	True
EKN05_016145	EKN05_016145	1	CP037923	3092592	3094016	-		dihydrolipoyl dehydrogenase	0.5263	50	False
EKN05_016150	EKN05_016150	1	CP037923	3094341	3096221	-		pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	0.5455	53	False
EKN05_016155	EKN05_016155	1	CP037923	3096236	3098899	-		pyruvate dehydrogenase (acetyl-transferring), homodimeric type	0.5323	107	False
EKN05_016160	EKN05_016160	1	CP037923	3099060	3099824	-		pyruvate dehydrogenase complex transcriptional repressor PdhR	0.5595	20	True
EKN05_016165	EKN05_016165	1	CP037923	3100368	3101738	+		aromatic amino acid transporter AroP	0.5274	74	True
EKN05_016170	EKN05_016170	1	CP037923	3101781	3102635	-		beta-lactamase regulator AmpE	0.5216	36	True
EKN05_016175	EKN05_016175	1	CP037923	3102632	3103183	-		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	0.538	22	True
EKN05_016180	EKN05_016180	1	CP037923	3103271	3104164	+		carboxylating nicotinate-nucleotide diphosphorylase	0.5336	31	True
EKN05_016185	EKN05_016185	1	CP037923	3104367	3104807	+		prepilin peptidase-dependent pilin	0.5306	19	False
EKN05_016190	EKN05_016190	7	CP037923	3104817	3105964	+		type II secretion system protein GspE	0.5401	50	True
EKN05_016195	EKN05_016195	1	CP037923	3105954	3107156	+		protein transport protein HofC	0.5237	52	True
EKN05_016200	EKN05_016200	1	CP037923	3107191	3108234	-		GMP reductase	0.5182	36	True
EKN05_016205	EKN05_016205	1	CP037923	3108459	3109079	+		dephospho-CoA kinase	0.5233	23	False
EKN05_016210	EKN05_016210	1	CP037923	3109079	3109822	+		cell division protein ZapD	0.5121	28	True
EKN05_016215	EKN05_016215	1	CP037923	3109832	3110029	+		DNA gyrase inhibitor YacG	0.5202	2	False
EKN05_016220	EKN05_016220	1	CP037923	3110129	3110518	-		8-oxo-dGTP diphosphatase MutT	0.4923	17	True
EKN05_016225	EKN05_016225	1	CP037923	3110578	3113283	-		preprotein translocase subunit SecA	0.5229	102	False
EKN05_016230	EKN05_016230	1	CP037923	3113345	3113857	-		secA regulator SecM	0.5419	18	True
EKN05_016235	EKN05_016235	1	CP037923	3114088	3115005	-		UDP-3-O-acyl-N-acetylglucosamine deacetylase	0.512	38	False
EKN05_016240	EKN05_016240	1	CP037923	3115106	3116257	-		cell division protein FtsZ	0.5382	45	False
EKN05_016245	EKN05_016245	1	CP037923	3116318	3117580	-		cell division protein FtsA	0.5194	53	False
EKN05_016250	EKN05_016250	1	CP037923	3117577	3118407	-		cell division protein FtsQ	0.5319	27	False
EKN05_016255	EKN05_016255	1	CP037923	3118409	3119329	-		D-alanine--D-alanine ligase B	0.5147	44	True
EKN05_016260	EKN05_016260	1	CP037923	3119322	3120797	-		UDP-N-acetylmuramate--L-alanine ligase	0.5447	49	False
EKN05_016265	EKN05_016265	1	CP037923	3120851	3121918	-		undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	0.5571	44	False
EKN05_016270	EKN05_016270	1	CP037923	3121915	3123159	-		cell division protein FtsW	0.5261	59	False
EKN05_016275	EKN05_016275	1	CP037923	3123159	3124475	-		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	0.5528	49	False
EKN05_016280	EKN05_016280	1	CP037923	3124478	3125560	-		phospho-N-acetylmuramoyl-pentapeptide- transferase	0.5282	48	False
EKN05_016285	EKN05_016285	1	CP037923	3125554	3126912	-		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	0.5489	54	False
EKN05_016290	EKN05_016290	1	CP037923	3126909	3128396	-		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase	0.5685	49	False
EKN05_016295	EKN05_016295	1	CP037923	3128383	3130149	-		peptidoglycan glycosyltransferase FtsI	0.5399	88	True
EKN05_016300	EKN05_016300	1	CP037923	3130165	3130530	-		cell division protein FtsL	0.5055	12	False
EKN05_016305	EKN05_016305	1	CP037923	3130527	3131468	-		16S rRNA (cytosine(1402)-N(4))-methyltransferase	0.552	31	False
EKN05_016310	EKN05_016310	1	CP037923	3131470	3131928	-		transcriptional regulator MraZ	0.5207	16	False
EKN05_016315	EKN05_016315	7	CP037923	3132487	3133184	-		IS1 family transposase	0.5244	28	False
EKN05_016320	EKN05_016320	1	CP037923	3133307	3134311	-		catabolite repressor/activator	0.5493	31	True
EKN05_016325	EKN05_016325	1	CP037923	3134393	3134479	-		fruR/shl operon leader peptide	0.4713	2	False
EKN05_016330	EKN05_016330	1	CP037923	3134491	3134982	-		acetolactate synthase small subunit	0.502	21	True
EKN05_016335	EKN05_016335	1	CP037923	3134985	3136709	-		acetolactate synthase 3 large subunit	0.5293	69	True
EKN05_016340	EKN05_016340	7	CP037923	3137027	3137972	-		transcriptional regulator LeuO	0.4556	50	True
EKN05_016345	EKN05_016345	1	CP037923	3138633	3138719	+		leu operon leader peptide	0.4713	7	True
EKN05_016350	EKN05_016350	1	CP037923	3138812	3140383	+		2-isopropylmalate synthase	0.5299	65	True
EKN05_016355	EKN05_016355	1	CP037923	3140383	3141474	+		3-isopropylmalate dehydrogenase	0.5522	38	False
EKN05_016360	EKN05_016360	1	CP037923	3141477	3142877	+		3-isopropylmalate dehydratase large subunit	0.5532	46	False
EKN05_016365	EKN05_016365	1	CP037923	3142888	3143493	+		3-isopropylmalate dehydratase small subunit	0.5215	17	False
EKN05_016370	EKN05_016370	7	CP037923	3143542	3144720	-		sugar efflux transporter SetA	0.4818	72	False
EKN05_016375	EKN05_016375	1	CP037923	3144822	3144953	-		glucose uptake inhibitor SgrT	0.4697	5	False
EKN05_016380	EKN05_016380	1	CP037923	3145042	3146697	+		HTH-type transcriptional regulator SgrR	0.5519	54	False
EKN05_016385	EKN05_016385	1	CP037923	3146861	3147844	+		thiamine ABC transporter substrate binding subunit	0.5295	35	False
EKN05_016390	EKN05_016390	1	CP037923	3147820	3149430	+		thiamine/thiamine pyrophosphate ABC transporter permease ThiP	0.5841	59	True
EKN05_016395	EKN05_016395	1	CP037923	3149414	3150112	+		thiamine ABC transporter ATP-binding protein ThiQ	0.568	23	False
EKN05_016400	EKN05_016400	1	CP037923	3150226	3150990	-		DedA family protein	0.5451	27	True
EKN05_016405	EKN05_016405	1	CP037923	3151076	3151954	-		arabinose operon transcriptional regulator AraC	0.5245	35	True
EKN05_016410	EKN05_016410	1	CP037923	3152293	3153993	+		ribulokinase	0.5791	44	False
EKN05_016415	EKN05_016415	1	CP037923	3154004	3155506	+		L-arabinose isomerase	0.5536	44	True
EKN05_016420	EKN05_016420	1	CP037923	3155706	3156401	+		L-ribulose-5-phosphate 4-epimerase	0.5503	28	True
EKN05_016425	EKN05_016425	1	CP037923	3156476	3158827	+		DNA polymerase II	0.5531	90	False
EKN05_016430	EKN05_016430	1	CP037923	3158992	3161898	+		RNA polymerase-associated protein RapA	0.5494	92	True
EKN05_016435	EKN05_016435	1	CP037923	3161910	3162569	+		bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	0.5439	27	True
EKN05_016440	EKN05_016440	1	CP037923	3162686	3163501	-		co-chaperone DjlA	0.5294	29	False
EKN05_016445	EKN05_016445	1	CP037923	3163756	3166110	+		LPS assembly protein LptD	0.5142	131	False
EKN05_016450	EKN05_016450	1	CP037923	3166163	3167449	+		peptidylprolyl isomerase SurA	0.5392	37	False
EKN05_016455	EKN05_016455	1	CP037923	3167449	3168438	+		4-hydroxythreonine-4-phosphate dehydrogenase	0.5626	36	False
EKN05_016460	EKN05_016460	1	CP037923	3168435	3169256	+		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA	0.5353	29	False
EKN05_016465	EKN05_016465	1	CP037923	3169259	3169636	+		Co2+/Mg2+ efflux protein ApaG	0.5159	15	True
EKN05_016470	EKN05_016470	1	CP037923	3169643	3170485	+		bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	0.5599	34	True
EKN05_016475	EKN05_016475	1	CP037923	3170563	3171042	-		type 3 dihydrofolate reductase	0.5292	20	False
EKN05_016480	EKN05_016480	1	CP037923	3171233	3173095	-		glutathione-regulated potassium-efflux system protein KefC	0.5518	55	True
EKN05_016485	EKN05_016485	1	CP037923	3173088	3173618	-		glutathione-regulated potassium-efflux system oxidoreductase KefF	0.5537	17	True
EKN05_016490	EKN05_016490	1	CP037923	3173666	3175060	-		MFS transporter	0.5226	56	True
EKN05_016495	EKN05_016495	1	CP037923	3175119	3175406	-		ferredoxin-like protein FixX	0.566	6	False
EKN05_016500	EKN05_016500	1	CP037923	3175403	3176689	-		FAD-dependent oxidoreductase	0.5524	38	True
EKN05_016505	EKN05_016505	7	CP037923	3176740	3177681	-		electron transfer flavoprotein subunit alpha/FixB family protein	0.5626	29	False
EKN05_016510	EKN05_016510	1	CP037923	3177696	3178466	-		electron transfer flavoprotein FixA	0.5266	26	False
EKN05_016515	EKN05_016515	1	CP037923	3178938	3180452	+		L-carnitine/gamma-butyrobetaine antiport BCCT transporter	0.5221	66	True
EKN05_016520	EKN05_016520	1	CP037923	3180483	3181625	+		crotonobetainyl-CoA dehydrogenase	0.5381	47	True
EKN05_016525	EKN05_016525	1	CP037923	3181754	3182971	+		L-carnitine CoA-transferase	0.5238	52	True
EKN05_016530	EKN05_016530	1	CP037923	3183045	3184577	+		crotonobetaine/carnitine-CoA ligase	0.5121	62	False
EKN05_016535	EKN05_016535	1	CP037923	3184706	3185491	+		carnitinyl-CoA dehydratase	0.5407	26	True
EKN05_016540	EKN05_016540	1	CP037923	3185497	3186087	+		carnitine operon protein CaiE	0.5465	20	True
EKN05_016545	EKN05_016545	1	CP037923	3186173	3186568	-		carnitine metabolism transcriptional regulator CaiF	0.4596	24	False
EKN05_016550	EKN05_016550	1	CP037923	3186830	3190051	-		carbamoyl-phosphate synthase large subunit	0.5571	101	True
EKN05_016555	EKN05_016555	1	CP037923	3190069	3191217	-		carbamoyl-phosphate synthase small subunit	0.5335	43	True
EKN05_016560	EKN05_016560	1	CP037923	3191673	3192494	-		4-hydroxy-tetrahydrodipicolinate reductase	0.5292	33	False
EKN05_016565	EKN05_016565	1	CP037923	3192661	3193575	-		ribonucleoside hydrolase RihC	0.5574	36	True
EKN05_016570	EKN05_016570	1	CP037923	3193641	3194591	-		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	0.5521	28	False
EKN05_016575	EKN05_016575	1	CP037923	3194593	3195042	-		FKBP-type peptidyl-prolyl cis-trans isomerase	0.5489	12	False
EKN05_016580	EKN05_016580	1	CP037923	3195129	3195623	-		lipoprotein signal peptidase	0.5374	24	False
EKN05_016585	EKN05_016585	1	CP037923	3195623	3198439	-		isoleucine--tRNA ligase	0.5566	85	False
EKN05_016590	EKN05_016590	1	CP037923	3198482	3199423	-		bifunctional riboflavin kinase/FAD synthetase	0.5297	41	False
EKN05_016595	EKN05_016595	1	CP037923	3199431	3199649	-		DUF2575 domain-containing protein	0.4886	10	True
EKN05_016600	EKN05_016600	1	CP037923	3199752	3200015	+		30S ribosomal protein S20	0.4659	14	False
EKN05_016605	EKN05_016605	7	CP037923	3200404	3201101	+		IS1 family transposase	0.5287	26	False
EKN05_016610	EKN05_016610	7	CP037923	3201117	3201476	+		hypothetical protein	0.3972	25	False
EKN05_016615	EKN05_016615	1	CP037923	3201514	3202419	-		transcriptional activator NhaR	0.4746	45	True
EKN05_016620	EKN05_016620	1	CP037923	3202479	3203645	-		Na+/H+ antiporter NhaA	0.5116	55	False
EKN05_016625	EKN05_016625	1	CP037923	3204174	3204383	+		type I toxin-antitoxin system toxin MokC	0.5143	9	False
EKN05_016630	EKN05_016630	1	CP037923	3204487	3205617	-		molecular chaperone DnaJ	0.5508	33	True
EKN05_016635	EKN05_016635	1	CP037923	3205706	3207622	-		molecular chaperone DnaK	0.5117	70	False
EKN05_016640	EKN05_016640	1	CP037923	3207999	3208403	+		DUF2541 family protein	0.4864	18	True
EKN05_016645	EKN05_016645	1	CP037923	3208429	3209142	+		acidic protein MsyB	0.5042	24	True
EKN05_016650	EKN05_016650	1	CP037923	3209291	3209857	+		acetate uptake transporter	0.5326	19	True
EKN05_016655	EKN05_016655	1	CP037923	3209892	3210479	-		molybdopterin adenylyltransferase	0.5408	22	False
EKN05_016660	EKN05_016660	1	CP037923	3210594	3211547	-		transaldolase	0.5189	40	True
EKN05_016665	EKN05_016665	7	CP037923	3211826	3213322	+		sodium:alanine symporter family protein	0.5431	60	True
EKN05_016670	EKN05_016670	1	CP037923	3213392	3214168	+		peroxide stress protein YaaA	0.4968	30	True
EKN05_016675	EKN05_016675	1	CP037923	3214321	3214617	-		DUF2502 domain-containing protein	0.5421	13	True
EKN05_016680	EKN05_016680	1	CP037923	3214831	3216117	-		threonine synthase	0.5299	32	True
EKN05_016685	EKN05_016685	1	CP037923	3216118	3217050	-		homoserine kinase	0.5627	32	True
EKN05_016690	EKN05_016690	1	CP037923	3217052	3219514	-		bifunctional aspartate kinase/homoserine dehydrogenase I	0.5331	85	True
EKN05_016695	EKN05_016695	1	CP037923	3219595	3219660	-		thr operon leader peptide	0.5152	4	True
EKN05_016700	EKN05_016700	1	CP037923	3219874	3220560	-		tRNA/rRNA methyltransferase	0.5022	34	True
EKN05_016705	EKN05_016705	1	CP037923	3220960	3221100	-		hypothetical protein	0.4255	8	False
EKN05_016710	EKN05_016710	1	CP037923	3221196	3221912	+		two-component system response regulator ArcA	0.5105	23	False
EKN05_016715	EKN05_016715	1	CP037923	3221971	3223323	-		cell envelope integrity protein CreD	0.4959	68	True
EKN05_016720	EKN05_016720	1	CP037923	3223381	3224805	-		two-component system sensor histidine kinase CreC	0.5382	61	True
EKN05_016725	EKN05_016725	1	CP037923	3224805	3225494	-		two-component system response regulator CreB	0.5493	26	True
EKN05_016730	EKN05_016730	1	CP037923	3225507	3225980	-		protein CreA	0.4937	21	True
EKN05_016735	EKN05_016735	1	CP037923	3226191	3227060	+		MDR efflux pump AcrAB transcriptional activator RobA	0.531	40	True
EKN05_016740	EKN05_016740	1	CP037923	3227057	3227704	-		phosphoglycerate mutase GpmB	0.5602	24	True
EKN05_016745	EKN05_016745	7	CP037923	3227756	3228276	+		non-canonical purine NTP phosphatase	0.5585	15	True
EKN05_016750	EKN05_016750	1	CP037923	3228361	3228687	-		trp operon repressor	0.5352	10	False
EKN05_016755	EKN05_016755	1	CP037923	3228777	3230714	-		murein transglycosylase	0.5464	77	True
EKN05_016760	EKN05_016760	1	CP037923	3230925	3232592	+		energy-dependent translational throttle protein EttA	0.5522	51	True
EKN05_016765	EKN05_016765	1	CP037923	3232900	3234132	-		multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	0.5142	56	True
EKN05_016770	EKN05_016770	1	CP037923	3234153	3235535	-		DNA repair protein RadA	0.5763	32	False
EKN05_016775	EKN05_016775	1	CP037923	3235584	3236552	-		phosphoserine phosphatase	0.5676	29	True
EKN05_016780	EKN05_016780	1	CP037923	3236658	3237302	+		YtjB family periplasmic protein	0.555	22	False
EKN05_016785	EKN05_016785	7	CP037923	3237330	3238345	+		lipoate--protein ligase LplA	0.5797	35	True
EKN05_016790	EKN05_016790	1	CP037923	3238377	3238640	+		XRE family transcriptional regulator	0.4167	17	True
EKN05_016795	EKN05_016795	1	CP037923	3238801	3239520	-		purine-nucleoside phosphorylase	0.5292	29	False
EKN05_016800	EKN05_016800	1	CP037923	3239577	3240800	-		phosphopentomutase	0.5408	43	False
EKN05_016805	EKN05_016805	1	CP037923	3240852	3242174	-		thymidine phosphorylase	0.5548	44	False
EKN05_016810	EKN05_016810	1	CP037923	3242301	3243080	-		deoxyribose-phosphate aldolase	0.55	25	True
EKN05_016815	EKN05_016815	1	CP037923	3243338	3244879	+		YjjI family glycine radical enzyme	0.5324	60	True
EKN05_016820	EKN05_016820	1	CP037923	3244851	3245714	+		YjjW family glycine radical enzyme activase	0.5451	25	True
EKN05_016825	EKN05_016825	1	CP037923	3245928	3246710	-		metal-dependent hydrolase	0.553	28	True
EKN05_016830	EKN05_016830	1	CP037923	3246707	3247780	-		patatin family protein	0.5419	46	True
EKN05_016835	EKN05_016835	1	CP037923	3247902	3248081	-		DUF1328 domain-containing protein	0.5056	10	False
EKN05_016840	EKN05_016840	1	CP037923	3248190	3248795	-		molecular chaperone OsmY	0.5099	20	False
EKN05_016845	EKN05_016845	1	CP037923	3249188	3250777	-		peptide chain release factor 3	0.5365	62	False
EKN05_016850	EKN05_016850	1	CP037923	3250868	3251545	-		pyrimidine 5'-nucleotidase	0.528	19	False
EKN05_016855	EKN05_016855	1	CP037923	3251560	3252006	-		ribosomal-protein-alanine N-acetyltransferase	0.528	17	False
EKN05_016860	EKN05_016860	1	CP037923	3251975	3252388	-		DNA polymerase III subunit psi	0.5773	9	False
EKN05_016865	EKN05_016865	1	CP037923	3252491	3253522	+		16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC	0.5455	35	False
EKN05_016870	EKN05_016870	5	CP037923	3253799	3253885	+		tRNA-Leu	0.6092	4	False
EKN05_016875	EKN05_016875	5	CP037923	3253914	3254000	+		tRNA-Leu	0.5977	4	False
EKN05_016880	EKN05_016880	5	CP037923	3254035	3254120	+		tRNA-Leu	0.6047	4	False
EKN05_016885	EKN05_016885	1	CP037923	3254159	3254395	-		DUF1435 domain-containing protein	0.4979	10	False
EKN05_016890	EKN05_016890	1	CP037923	3254536	3255324	+		hydroxamate siderophore iron reductase FhuF	0.5272	32	True
EKN05_016895	EKN05_016895	1	CP037923	3255362	3256039	-		DNA-binding transcriptional activator BglJ	0.4543	39	True
EKN05_016900	EKN05_016900	1	CP037923	3255997	3256581	-		response regulator transcription factor	0.4581	32	True
EKN05_016905	EKN05_016905	7	CP037923	3256583	3257280	-		IS1 family transposase	0.5272	28	False
EKN05_016910	EKN05_016910	1	CP037923	3257904	3258674	+		threonine/serine exporter ThrE family protein	0.5175	32	True
EKN05_016915	EKN05_016915	1	CP037923	3258665	3259138	+		threonine/serine exporter	0.5084	27	True
EKN05_016920	EKN05_016920	1	CP037923	3259245	3259784	+		primosomal protein DnaT	0.5667	16	False
EKN05_016925	EKN05_016925	1	CP037923	3259787	3260524	+		DNA replication protein DnaC	0.5095	30	False
EKN05_016930	EKN05_016930	1	CP037923	3260573	3261067	+		DUF2501 domain-containing protein	0.499	14	False
EKN05_016935	EKN05_016935	1	CP037923	3261321	3263612	+		phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase	0.5201	91	False
EKN05_016940	EKN05_016940	7	CP037923	3263750	3264772	-		zinc-binding alcohol dehydrogenase family protein	0.5181	43	False
EKN05_016945	EKN05_016945	7	CP037923	3264911	3265825	+		GntR family transcriptional regulator	0.4634	41	False
EKN05_016950	EKN05_016950	1	CP037923	3266040	3267401	+		MFS transporter	0.5169	59	False
